open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore,EMA12,EMA26,MACD,Signal,Hist,return,rho1,ADX,volatility,delta_volatility,delta_volume,vol_vol_ratio,TrendScore,rho1_norm,ADX_norm,vol_vol_ratio_norm,target
2025-10-25 17:15:00,3938.97,3938.98,3933.49,3933.49,624.6018,2025-10-25 17:29:59.999,2458442.345363,8052,230.9638,909123.835894,0,3934.6704225391713,3936.817371443017,-2.1469489038454412,-1.799764190119806,-0.3471847137256352,-0.0013937618368207172,-0.21709857171673497,18.761366353030432,0.0010847141544351555,2.283321846728776e-05,-312.79689999999994,-7.299694615671628e-08,11.213400082875523,-0.0597503210163653,-0.3391368322663307,-0.0483301211694323,-1.0
2025-10-25 17:30:00,3933.5,3935.54,3930.62,3932.84,683.5758,2025-10-25 17:44:59.999,2688230.346629,7241,448.566,1764055.018834,0,3934.3888190716066,3936.5227513361265,-2.133932264519899,-1.8665978049998249,-0.2673344595200744,-0.00016524765538994401,-0.19798289730092078,17.984333231238043,0.0010793784856349346,-5.335668800220909e-06,58.97399999999993,-9.047493472073989e-08,10.751003341187655,0.0328858241052467,-0.3977168380643199,-0.0695781965459428,1.0
2025-10-25 17:45:00,3932.84,3934.96,3931.0,3934.67,1003.0027,2025-10-25 17:59:59.999,3945343.386388,8037,515.8499,2029098.749052,0,3934.432077675975,3936.385510496413,-1.9534328204381384,-1.8839648080874871,-0.0694680123506508,0.0004653125985292217,-0.09737484532941842,17.24615176553527,0.001068690402276862,-1.0688083358072632e-05,319.42690000000005,-3.346018559511622e-08,10.328216083563241,0.5204407960148171,-0.4533678435724099,-0.0002650898027718,1.0
2025-10-25 18:00:00,3934.67,3938.0,3929.3,3938.0,1027.7625,2025-10-25 18:14:59.999,4042226.295408,10331,502.8225,1977977.631258,0,3934.980988802748,3936.505102311494,-1.5241135087458133,-1.8119945482191528,0.2878810394733393,0.0008463225632644455,-0.2021466169945331,16.84310458055278,0.0009182068514161797,-0.00015048355086068224,24.75980000000004,-6.077736930858973e-06,10.065432209385374,0.0127080928155732,-0.4837533004737514,-7.348321612978033,1.0
2025-10-25 18:15:00,3938.0,3946.45,3936.4,3945.56,1304.2053,2025-10-25 18:29:59.999,5140783.954362,10670,764.496,3013576.239242,0,3936.6085289869407,3937.1758354736057,-0.56730648666462,-1.5630569359082462,0.9957504492436262,0.001919756221432145,-0.060789602240030625,17.153918372548908,0.0009990827742520848,8.087592283590513e-05,276.44280000000003,2.9255933898768616e-07,10.280193161593205,0.697735921178395,-0.4603212571971034,0.3960784257667789,1.0
2025-10-25 18:30:00,3945.55,3969.22,3945.55,3961.75,8346.378,2025-10-25 18:44:59.999,33027013.550816,47576,5140.811,20337201.764109,0,3940.476447604334,3938.996143957042,1.480303647292203,-0.9543848192681564,2.4346884665603596,0.00410334654649791,0.2493927326309547,18.612268113713707,0.00134458550760176,0.0003455027333496752,7042.172700000001,4.906195120004301e-08,11.217239424566806,2.200905265990926,-0.3503772485094588,0.1000574717111716,-1.0
2025-10-25 18:45:00,3961.75,3963.94,3954.69,3959.68,1626.9498,2025-10-25 18:59:59.999,6439945.209526,17048,642.0563,2541359.688493,0,3943.4308402805905,3940.5282814417055,2.902558838884943,-0.1829960876375366,3.0855549265224793,-0.000522496371552994,0.09497903554308443,19.99770036782027,0.001355091898079154,1.0506390477393879e-05,-6719.4282,-1.5635840081443059e-09,12.01761602748806,1.452603671129966,-0.2459304402561963,0.0385117632825744,-1.0
2025-10-25 19:00:00,3959.68,3960.15,3951.32,3952.9,1844.9435,2025-10-25 19:14:59.999,7297902.05405,16480,1120.9857,4434627.113634,0,3944.887634083576,3941.444705038616,3.4429290449602377,0.5421889388820182,2.9007401060782194,-0.0017122595765314275,0.148845582732517,20.96826925748246,0.0014162840652072665,6.119216712811263e-05,217.9937,2.8070612649866773e-07,12.610730727177206,1.7136454305832596,-0.1727599027473072,0.3816684179161684,1.0
2025-10-25 19:15:00,3952.9,3961.23,3952.89,3958.0,1649.8982,2025-10-25 19:29:59.999,6528526.622511,11786,1002.3392,3965947.780608,0,3946.9049211476417,3942.671023183904,4.2338979637374905,1.2805307438531128,2.9533672198843774,0.0012901920109287257,0.050370989019440295,21.937828864503892,0.0014067282497763252,-9.55581543094137e-06,-195.0453,4.899280029275953e-08,13.172771526304784,1.236429374504716,-0.0996654543796523,0.0999734046181573,1.0
2025-10-25 19:30:00,3957.99,3963.72,3957.98,3961.39,717.0809,2025-10-25 19:44:59.999,2840967.645617,10434,323.0991,1280093.62148,0,3949.133394817235,3944.05761405917,5.075780758064866,2.0395807466954636,3.0362000113694023,0.0008564931783727747,0.06675929148693856,22.968263206155207,0.0013909156293633249,-1.5812620413000302e-05,-932.8173,1.6951465643915803e-08,13.794309785380804,1.3158484487498858,-0.0219817006045986,0.0610205988482753,-1.0
2025-10-25 19:45:00,3961.4,3961.95,3955.57,3957.43,777.1533,2025-10-25 19:59:59.999,3075803.439059,8327,217.6038,861147.690751,0,3950.4097956145833,3945.0481611658984,5.361634448684981,2.7039914870933672,2.657642961591614,-0.0009996491130638274,0.0491482578268218,23.690485787342585,0.0014211245104982203,3.02088811348954e-05,60.0723999999999,5.028745502909065e-07,14.224121224545826,1.230503917639306,0.0324661753055086,0.6517596471057181,-1.0
2025-10-25 20:00:00,3957.44,3959.32,3956.54,3957.01,478.2343,2025-10-25 20:14:59.999,1892939.378271,7713,207.0045,819365.486937,0,3951.425211673878,3945.934223301758,5.490988372120228,3.2613908640987397,2.229597508021488,-0.00010612948302302083,0.10469781853041246,24.37659723947059,0.0013029030101624967,-0.00011822150033572354,-298.9189999999999,3.9549677449651437e-07,14.646897986487792,1.4997017002988853,0.0841916574201104,0.5212199648371509,-1.0
2025-10-25 20:15:00,3957.01,3958.35,3950.79,3953.1,795.96,2025-10-25 20:29:59.999,3147153.557475,9030,180.6185,714204.199622,0,3951.6828714163585,3946.4650215757015,5.2178498406569815,3.652682659410388,1.5651671812465937,-0.0009881198177412731,0.12816449034407484,24.431113139060113,0.0013317810145128033,2.887800435030655e-05,317.7257,9.08897339758998e-08,14.684300799682829,1.613423140011902,0.0883015745194873,0.1509077098834932,-1.0
